epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
32,0.4009300072987874,0.875,0.20899322297838,0.9722222222222222,0.00025
33,0.34495653791560066,0.90625,0.20696528752644858,1.0,0.00025
34,0.297259331577354,0.9270833333333334,0.20024950802326202,0.9861111111111112,0.00025
35,0.3853466461102168,0.8680555555555556,0.19463800721698338,1.0,0.00025
36,0.42801037099626327,0.875,0.19549283219708335,0.9722222222222222,0.00025
37,0.30364172491762376,0.9236111111111112,0.1902812139855491,0.9861111111111112,0.00025
38,0.3242526778744327,0.8888888888888888,0.17941523094971976,1.0,0.00025
39,0.2762065844403373,0.9340277777777778,0.17349890371163687,0.9583333333333334,0.00025
40,0.3536704373028543,0.8923611111111112,0.1722892853948805,1.0,0.000125
41,0.3066488231221835,0.9166666666666666,0.1668464028173023,0.9861111111111112,0.000125
42,0.374611324734158,0.8784722222222222,0.16900248328844705,1.0,0.000125
43,0.2702568189965354,0.9340277777777778,0.16748979025416905,1.0,0.000125
44,0.31228042476707035,0.9166666666666666,0.1603352129459381,0.9583333333333334,0.000125
45,0.36782144465380245,0.8819444444444444,0.15778175327512953,0.9861111111111112,0.000125
46,0.42720526332656544,0.8402777777777778,0.1582648770676719,0.9722222222222222,0.000125
47,0.2978505885435475,0.9131944444444444,0.15557015107737648,0.9722222222222222,0.000125
48,0.3480059661799007,0.8715277777777778,0.16010695695877075,1.0,0.000125
49,0.2847783292333285,0.9201388888888888,0.15595163901646933,0.9861111111111112,0.000125
50,0.3515910824967755,0.8715277777777778,0.15479735367827946,0.9861111111111112,0.000125
51,0.294493426879247,0.9027777777777778,0.156519063644939,0.9861111111111112,0.000125
52,0.27132121639119255,0.9305555555555556,0.1500742087761561,0.9722222222222222,0.000125
53,0.3244752850797441,0.8958333333333334,0.14850593275494045,0.9861111111111112,0.000125
54,0.3202231087618404,0.9097222222222222,0.14636348022354972,0.9722222222222222,0.000125
55,0.3302616642581092,0.8958333333333334,0.1450897836022907,0.9722222222222222,0.000125
56,0.37512383113304776,0.8819444444444444,0.15185768240027958,0.9861111111111112,0.000125
57,0.28758375015523696,0.8993055555555556,0.1471893514196078,0.9722222222222222,0.000125
58,0.3025226539207829,0.9201388888888888,0.14268081883589426,0.9722222222222222,0.000125
59,0.2768033519387245,0.9340277777777778,0.14091447989145914,0.9861111111111112,0.000125
60,0.2904527270131641,0.9131944444444444,0.13879195600748062,0.9861111111111112,6.25e-05
61,0.28726209700107574,0.9097222222222222,0.13772750397523245,0.9861111111111112,6.25e-05
62,0.3370512616303232,0.8819444444444444,0.13498758690224755,0.9861111111111112,6.25e-05
63,0.25557417753669953,0.9340277777777778,0.13612867477867338,0.9861111111111112,6.25e-05
64,0.3527972408466869,0.8993055555555556,0.13458631684382757,0.9861111111111112,6.25e-05
65,0.25476110354065895,0.9201388888888888,0.13656526638401878,0.9722222222222222,6.25e-05
66,0.2299812345041169,0.9409722222222222,0.13394000050094393,0.9861111111111112,6.25e-05
67,0.2516850270330906,0.9201388888888888,0.12931067579322392,1.0,6.25e-05
68,0.32503821245498127,0.9027777777777778,0.12830504195557701,1.0,6.25e-05
69,0.2677515720327695,0.9270833333333334,0.13119696411821577,0.9861111111111112,6.25e-05
70,0.2749362645877732,0.9270833333333334,0.13244219372669855,0.9861111111111112,6.25e-05
71,0.29556241631507874,0.9097222222222222,0.13163292656342188,1.0,6.25e-05
72,0.3087509671847026,0.8993055555555556,0.13363883230421278,0.9861111111111112,6.25e-05
73,0.2578046578500006,0.9340277777777778,0.13062705099582672,0.9722222222222222,6.25e-05
74,0.2779817891617616,0.9166666666666666,0.12970318231317732,0.9861111111111112,6.25e-05
75,0.2526948857638571,0.9166666666666666,0.13157949927780363,1.0,6.25e-05
76,0.32581523391935563,0.9166666666666666,0.13134251534938812,0.9861111111111112,6.25e-05
77,0.2977132884164651,0.9201388888888888,0.12795183228121865,0.9861111111111112,6.25e-05
78,0.22032969941695532,0.9583333333333334,0.12338304768006007,0.9861111111111112,6.25e-05
79,0.27132666524913573,0.9166666666666666,0.12441134452819824,0.9861111111111112,6.25e-05
80,0.32351680596669513,0.8958333333333334,0.12811355789502463,0.9722222222222222,3.125e-05
